,#,Date,Category,Winner,Movie,Wikipedia_URL
3483,89th,"February 26, 2017",Best Costume Design,True,Fantastic Beasts and Where to Find Them,https://en.wikipedia.org/wiki/89th_Academy_Awards
3484,89th,"February 26, 2017",Best Costume Design,False,Allied,https://en.wikipedia.org/wiki/89th_Academy_Awards
3485,89th,"February 26, 2017",Best Costume Design,False,Florence Foster Jenkins,https://en.wikipedia.org/wiki/89th_Academy_Awards
3486,89th,"February 26, 2017",Best Costume Design,False,Jackie,https://en.wikipedia.org/wiki/89th_Academy_Awards
3487,89th,"February 26, 2017",Best Costume Design,False,La La Land,https://en.wikipedia.org/wiki/89th_Academy_Awards
3488,89th,"February 26, 2017",Best Film Editing,True,Hacksaw Ridge,https://en.wikipedia.org/wiki/89th_Academy_Awards
3489,89th,"February 26, 2017",Best Film Editing,False,Arrival,https://en.wikipedia.org/wiki/89th_Academy_Awards
3490,89th,"February 26, 2017",Best Film Editing,False,Hell or High Water,https://en.wikipedia.org/wiki/89th_Academy_Awards
3491,89th,"February 26, 2017",Best Film Editing,False,La La Land,https://en.wikipedia.org/wiki/89th_Academy_Awards
3492,89th,"February 26, 2017",Best Film Editing,False,Moonlight,https://en.wikipedia.org/wiki/89th_Academy_Awards
3493,89th,"February 26, 2017",Best Visual Effects,True,The Jungle Book,https://en.wikipedia.org/wiki/89th_Academy_Awards
3494,89th,"February 26, 2017",Best Visual Effects,False,Deepwater Horizon,https://en.wikipedia.org/wiki/89th_Academy_Awards
3495,89th,"February 26, 2017",Best Visual Effects,False,Doctor Strange,https://en.wikipedia.org/wiki/89th_Academy_Awards
3496,89th,"February 26, 2017",Best Visual Effects,False,Kubo and the Two Strings,https://en.wikipedia.org/wiki/89th_Academy_Awards
3497,89th,"February 26, 2017",Best Visual Effects,False,Rogue One: A Star Wars Story,https://en.wikipedia.org/wiki/89th_Academy_Awards
3498,90th,"March 4, 2018",Best Picture,True,The Shape of Water,https://en.wikipedia.org/wiki/90th_Academy_Awards
3499,90th,"March 4, 2018",Best Picture,False,Call Me by Your Name,https://en.wikipedia.org/wiki/90th_Academy_Awards
3500,90th,"March 4, 2018",Best Picture,False,Darkest Hour,https://en.wikipedia.org/wiki/90th_Academy_Awards
3501,90th,"March 4, 2018",Best Picture,False,Dunkirk,https://en.wikipedia.org/wiki/90th_Academy_Awards
3502,90th,"March 4, 2018",Best Picture,False,Get Out,https://en.wikipedia.org/wiki/90th_Academy_Awards
3503,90th,"March 4, 2018",Best Picture,False,Lady Bird,https://en.wikipedia.org/wiki/90th_Academy_Awards
3504,90th,"March 4, 2018",Best Picture,False,Phantom Thread,https://en.wikipedia.org/wiki/90th_Academy_Awards
3505,90th,"March 4, 2018",Best Picture,False,The Post,https://en.wikipedia.org/wiki/90th_Academy_Awards
3506,90th,"March 4, 2018",Best Picture,False,"Three Billboards Outside Ebbing, Missouri",https://en.wikipedia.org/wiki/90th_Academy_Awards
3507,90th,"March 4, 2018",Best Directing,True,The Shape of Water,https://en.wikipedia.org/wiki/90th_Academy_Awards
3508,90th,"March 4, 2018",Best Directing,False,Dunkirk,https://en.wikipedia.org/wiki/90th_Academy_Awards
3509,90th,"March 4, 2018",Best Directing,False,Get Out,https://en.wikipedia.org/wiki/90th_Academy_Awards
3510,90th,"March 4, 2018",Best Directing,False,Lady Bird,https://en.wikipedia.org/wiki/90th_Academy_Awards
3511,90th,"March 4, 2018",Best Directing,False,Phantom Thread,https://en.wikipedia.org/wiki/90th_Academy_Awards
3512,90th,"March 4, 2018",Best Actor in a Leading Role,True,Darkest Hour,https://en.wikipedia.org/wiki/90th_Academy_Awards
3513,90th,"March 4, 2018",Best Actor in a Leading Role,False,Call Me by Your Name,https://en.wikipedia.org/wiki/90th_Academy_Awards
3514,90th,"March 4, 2018",Best Actor in a Leading Role,False,Phantom Thread,https://en.wikipedia.org/wiki/90th_Academy_Awards
3515,90th,"March 4, 2018",Best Actor in a Leading Role,False,Get Out,https://en.wikipedia.org/wiki/90th_Academy_Awards
3516,90th,"March 4, 2018",Best Actor in a Leading Role,False,"Roman J. Israel, Esq.",https://en.wikipedia.org/wiki/90th_Academy_Awards
3517,90th,"March 4, 2018",Best Actress in a Leading Role,True,"Three Billboards Outside Ebbing, Missouri",https://en.wikipedia.org/wiki/90th_Academy_Awards
3518,90th,"March 4, 2018",Best Actress in a Leading Role,False,The Shape of Water,https://en.wikipedia.org/wiki/90th_Academy_Awards
3519,90th,"March 4, 2018",Best Actress in a Leading Role,False,"I, Tonya",https://en.wikipedia.org/wiki/90th_Academy_Awards
3520,90th,"March 4, 2018",Best Actress in a Leading Role,False,Lady Bird,https://en.wikipedia.org/wiki/90th_Academy_Awards
3521,90th,"March 4, 2018",Best Actress in a Leading Role,False,The Post,https://en.wikipedia.org/wiki/90th_Academy_Awards
3522,90th,"March 4, 2018",Best Actor in a Supporting Role,True,"Three Billboards Outside Ebbing, Missouri",https://en.wikipedia.org/wiki/90th_Academy_Awards
3523,90th,"March 4, 2018",Best Actor in a Supporting Role,False,The Florida Project,https://en.wikipedia.org/wiki/90th_Academy_Awards
3524,90th,"March 4, 2018",Best Actor in a Supporting Role,False,"Three Billboards Outside Ebbing, Missouri",https://en.wikipedia.org/wiki/90th_Academy_Awards
3525,90th,"March 4, 2018",Best Actor in a Supporting Role,False,The Shape of Water,https://en.wikipedia.org/wiki/90th_Academy_Awards
3526,90th,"March 4, 2018",Best Actor in a Supporting Role,False,All the Money in the World,https://en.wikipedia.org/wiki/90th_Academy_Awards
3527,90th,"March 4, 2018",Best Actress in a Supporting Role,True,"I, Tonya",https://en.wikipedia.org/wiki/90th_Academy_Awards
3528,90th,"March 4, 2018",Best Actress in a Supporting Role,False,Mudbound,https://en.wikipedia.org/wiki/90th_Academy_Awards
3529,90th,"March 4, 2018",Best Actress in a Supporting Role,False,Phantom Thread,https://en.wikipedia.org/wiki/90th_Academy_Awards
3530,90th,"March 4, 2018",Best Actress in a Supporting Role,False,Lady Bird,https://en.wikipedia.org/wiki/90th_Academy_Awards
3531,90th,"March 4, 2018",Best Actress in a Supporting Role,False,The Shape of Water,https://en.wikipedia.org/wiki/90th_Academy_Awards
3532,90th,"March 4, 2018",Best Writing (Original Screenplay),True,Get Out,https://en.wikipedia.org/wiki/90th_Academy_Awards
3533,90th,"March 4, 2018",Best Writing (Original Screenplay),False,The Big Sick,https://en.wikipedia.org/wiki/90th_Academy_Awards
3534,90th,"March 4, 2018",Best Writing (Original Screenplay),False,Lady Bird,https://en.wikipedia.org/wiki/90th_Academy_Awards
3535,90th,"March 4, 2018",Best Writing (Original Screenplay),False,The Shape of Water,https://en.wikipedia.org/wiki/90th_Academy_Awards
3536,90th,"March 4, 2018",Best Writing (Original Screenplay),False,"Three Billboards Outside Ebbing, Missouri",https://en.wikipedia.org/wiki/90th_Academy_Awards
3537,90th,"March 4, 2018",Best Writing (Adapted Screenplay),True,Call Me by Your Name,https://en.wikipedia.org/wiki/90th_Academy_Awards
3538,90th,"March 4, 2018",Best Writing (Adapted Screenplay),False,The Disaster Artist,https://en.wikipedia.org/wiki/90th_Academy_Awards
3539,90th,"March 4, 2018",Best Writing (Adapted Screenplay),False,"The Disaster Artist: My Life Inside The Room, the Greatest Bad Movie Ever Made",https://en.wikipedia.org/wiki/90th_Academy_Awards
3540,90th,"March 4, 2018",Best Writing (Adapted Screenplay),False,Logan,https://en.wikipedia.org/wiki/90th_Academy_Awards
3541,90th,"March 4, 2018",Best Writing (Adapted Screenplay),False,Molly's Game,https://en.wikipedia.org/wiki/90th_Academy_Awards
3542,90th,"March 4, 2018",Best Writing (Adapted Screenplay),False,Mudbound,https://en.wikipedia.org/wiki/90th_Academy_Awards
3543,90th,"March 4, 2018",Best Animated Feature Film,True,Coco,https://en.wikipedia.org/wiki/90th_Academy_Awards
3544,90th,"March 4, 2018",Best Animated Feature Film,False,The Boss Baby,https://en.wikipedia.org/wiki/90th_Academy_Awards
3545,90th,"March 4, 2018",Best Animated Feature Film,False,The Breadwinner,https://en.wikipedia.org/wiki/90th_Academy_Awards
3546,90th,"March 4, 2018",Best Animated Feature Film,False,Ferdinand,https://en.wikipedia.org/wiki/90th_Academy_Awards
3547,90th,"March 4, 2018",Best Animated Feature Film,False,Loving Vincent,https://en.wikipedia.org/wiki/90th_Academy_Awards
3548,90th,"March 4, 2018",Best Foreign Language Film,True,A Fantastic Woman,https://en.wikipedia.org/wiki/90th_Academy_Awards
3549,90th,"March 4, 2018",Best Foreign Language Film,False,The Insult,https://en.wikipedia.org/wiki/90th_Academy_Awards
3550,90th,"March 4, 2018",Best Foreign Language Film,False,Loveless,https://en.wikipedia.org/wiki/90th_Academy_Awards
3551,90th,"March 4, 2018",Best Foreign Language Film,False,On Body and Soul,https://en.wikipedia.org/wiki/90th_Academy_Awards
3552,90th,"March 4, 2018",Best Foreign Language Film,False,The Square,https://en.wikipedia.org/wiki/90th_Academy_Awards
3553,90th,"March 4, 2018",Best Documentary (Feature),True,Icarus,https://en.wikipedia.org/wiki/90th_Academy_Awards
3554,90th,"March 4, 2018",Best Documentary (Feature),False,Abacus: Small Enough to Jail,https://en.wikipedia.org/wiki/90th_Academy_Awards
3555,90th,"March 4, 2018",Best Documentary (Feature),False,Faces Places,https://en.wikipedia.org/wiki/90th_Academy_Awards
3556,90th,"March 4, 2018",Best Documentary (Feature),False,Last Men in Aleppo,https://en.wikipedia.org/wiki/90th_Academy_Awards
3557,90th,"March 4, 2018",Best Documentary (Feature),False,Strong Island,https://en.wikipedia.org/wiki/90th_Academy_Awards
3558,90th,"March 4, 2018",Best Documentary (Short Subject),True,Heaven Is a Traffic Jam on the 405,https://en.wikipedia.org/wiki/90th_Academy_Awards
3559,90th,"March 4, 2018",Best Documentary (Short Subject),False,Edith+Eddie,https://en.wikipedia.org/wiki/90th_Academy_Awards
3560,90th,"March 4, 2018",Best Documentary (Short Subject),False,Heroin(e),https://en.wikipedia.org/wiki/90th_Academy_Awards
3561,90th,"March 4, 2018",Best Documentary (Short Subject),False,Knife Skills,https://en.wikipedia.org/wiki/90th_Academy_Awards
3562,90th,"March 4, 2018",Best Documentary (Short Subject),False,Traffic Stop,https://en.wikipedia.org/wiki/90th_Academy_Awards
3563,90th,"March 4, 2018",Best Short Film (Live Action),True,The Silent Child,https://en.wikipedia.org/wiki/90th_Academy_Awards
3564,90th,"March 4, 2018",Best Short Film (Live Action),False,DeKalb Elementary,https://en.wikipedia.org/wiki/90th_Academy_Awards
3565,90th,"March 4, 2018",Best Short Film (Live Action),False,The Eleven O'Clock,https://en.wikipedia.org/wiki/90th_Academy_Awards
3566,90th,"March 4, 2018",Best Short Film (Live Action),False,My Nephew Emmett,https://en.wikipedia.org/wiki/90th_Academy_Awards
3567,90th,"March 4, 2018",Best Short Film (Live Action),False,Watu Wote/All of Us,https://en.wikipedia.org/wiki/90th_Academy_Awards
3568,90th,"March 4, 2018",Best Short Film (Animated),True,Dear Basketball,https://en.wikipedia.org/wiki/90th_Academy_Awards
3569,90th,"March 4, 2018",Best Short Film (Animated),False,Garden Party,https://en.wikipedia.org/wiki/90th_Academy_Awards
3570,90th,"March 4, 2018",Best Short Film (Animated),False,Lou,https://en.wikipedia.org/wiki/90th_Academy_Awards
3571,90th,"March 4, 2018",Best Short Film (Animated),False,Negative Space,https://en.wikipedia.org/wiki/90th_Academy_Awards
3572,90th,"March 4, 2018",Best Short Film (Animated),False,Revolting Rhymes,https://en.wikipedia.org/wiki/90th_Academy_Awards
3573,90th,"March 4, 2018",Best Music (Original Score),True,The Shape of Water,https://en.wikipedia.org/wiki/90th_Academy_Awards
3574,90th,"March 4, 2018",Best Music (Original Score),False,Dunkirk,https://en.wikipedia.org/wiki/90th_Academy_Awards
3575,90th,"March 4, 2018",Best Music (Original Score),False,Phantom Thread,https://en.wikipedia.org/wiki/90th_Academy_Awards
3576,90th,"March 4, 2018",Best Music (Original Score),False,Star Wars: The Last Jedi,https://en.wikipedia.org/wiki/90th_Academy_Awards
3577,90th,"March 4, 2018",Best Music (Original Score),False,"Three Billboards Outside Ebbing, Missouri",https://en.wikipedia.org/wiki/90th_Academy_Awards
3578,90th,"March 4, 2018",Best Music (Original Song),True,Coco,https://en.wikipedia.org/wiki/90th_Academy_Awards
3579,90th,"March 4, 2018",Best Music (Original Song),False,Mudbound,https://en.wikipedia.org/wiki/90th_Academy_Awards
3580,90th,"March 4, 2018",Best Music (Original Song),False,Call Me by Your Name,https://en.wikipedia.org/wiki/90th_Academy_Awards
3581,90th,"March 4, 2018",Best Music (Original Song),False,Marshall,https://en.wikipedia.org/wiki/90th_Academy_Awards
3582,90th,"March 4, 2018",Best Music (Original Song),False,The Greatest Showman,https://en.wikipedia.org/wiki/90th_Academy_Awards
3583,90th,"March 4, 2018",Best Sound Editing,True,Dunkirk,https://en.wikipedia.org/wiki/90th_Academy_Awards
3584,90th,"March 4, 2018",Best Sound Editing,False,Baby Driver,https://en.wikipedia.org/wiki/90th_Academy_Awards
3585,90th,"March 4, 2018",Best Sound Editing,False,Blade Runner 2049,https://en.wikipedia.org/wiki/90th_Academy_Awards
3586,90th,"March 4, 2018",Best Sound Editing,False,The Shape of Water,https://en.wikipedia.org/wiki/90th_Academy_Awards
3587,90th,"March 4, 2018",Best Sound Editing,False,Star Wars: The Last Jedi,https://en.wikipedia.org/wiki/90th_Academy_Awards
3588,90th,"March 4, 2018",Best Sound Mixing,True,Dunkirk,https://en.wikipedia.org/wiki/90th_Academy_Awards
3589,90th,"March 4, 2018",Best Sound Mixing,False,Baby Driver,https://en.wikipedia.org/wiki/90th_Academy_Awards
3590,90th,"March 4, 2018",Best Sound Mixing,False,Blade Runner 2049,https://en.wikipedia.org/wiki/90th_Academy_Awards
3591,90th,"March 4, 2018",Best Sound Mixing,False,The Shape of Water,https://en.wikipedia.org/wiki/90th_Academy_Awards
3592,90th,"March 4, 2018",Best Sound Mixing,False,Star Wars: The Last Jedi,https://en.wikipedia.org/wiki/90th_Academy_Awards
3593,90th,"March 4, 2018",Best Production Design,True,The Shape of Water,https://en.wikipedia.org/wiki/90th_Academy_Awards
3594,90th,"March 4, 2018",Best Production Design,False,Beauty and the Beast,https://en.wikipedia.org/wiki/90th_Academy_Awards
3595,90th,"March 4, 2018",Best Production Design,False,Blade Runner 2049,https://en.wikipedia.org/wiki/90th_Academy_Awards
3596,90th,"March 4, 2018",Best Production Design,False,Darkest Hour,https://en.wikipedia.org/wiki/90th_Academy_Awards
3597,90th,"March 4, 2018",Best Production Design,False,Dunkirk,https://en.wikipedia.org/wiki/90th_Academy_Awards
3598,90th,"March 4, 2018",Best Cinematography,True,Blade Runner 2049,https://en.wikipedia.org/wiki/90th_Academy_Awards
3599,90th,"March 4, 2018",Best Cinematography,False,Darkest Hour,https://en.wikipedia.org/wiki/90th_Academy_Awards
3600,90th,"March 4, 2018",Best Cinematography,False,Dunkirk,https://en.wikipedia.org/wiki/90th_Academy_Awards
3601,90th,"March 4, 2018",Best Cinematography,False,Mudbound,https://en.wikipedia.org/wiki/90th_Academy_Awards
3602,90th,"March 4, 2018",Best Cinematography,False,The Shape of Water,https://en.wikipedia.org/wiki/90th_Academy_Awards
3603,90th,"March 4, 2018",Best Makeup and Hairstyling,True,Darkest Hour,https://en.wikipedia.org/wiki/90th_Academy_Awards
3604,90th,"March 4, 2018",Best Makeup and Hairstyling,False,Victoria & Abdul,https://en.wikipedia.org/wiki/90th_Academy_Awards
3605,90th,"March 4, 2018",Best Makeup and Hairstyling,False,Wonder,https://en.wikipedia.org/wiki/90th_Academy_Awards
3606,90th,"March 4, 2018",Best Costume Design,True,Phantom Thread,https://en.wikipedia.org/wiki/90th_Academy_Awards
3607,90th,"March 4, 2018",Best Costume Design,False,Beauty and the Beast,https://en.wikipedia.org/wiki/90th_Academy_Awards
3608,90th,"March 4, 2018",Best Costume Design,False,Darkest Hour,https://en.wikipedia.org/wiki/90th_Academy_Awards
3609,90th,"March 4, 2018",Best Costume Design,False,The Shape of Water,https://en.wikipedia.org/wiki/90th_Academy_Awards
3610,90th,"March 4, 2018",Best Costume Design,False,Victoria & Abdul,https://en.wikipedia.org/wiki/90th_Academy_Awards
3611,90th,"March 4, 2018",Best Film Editing,True,Dunkirk,https://en.wikipedia.org/wiki/90th_Academy_Awards
3612,90th,"March 4, 2018",Best Film Editing,False,Baby Driver,https://en.wikipedia.org/wiki/90th_Academy_Awards
3613,90th,"March 4, 2018",Best Film Editing,False,"I, Tonya",https://en.wikipedia.org/wiki/90th_Academy_Awards
3614,90th,"March 4, 2018",Best Film Editing,False,The Shape of Water,https://en.wikipedia.org/wiki/90th_Academy_Awards
3615,90th,"March 4, 2018",Best Film Editing,False,"Three Billboards Outside Ebbing, Missouri",https://en.wikipedia.org/wiki/90th_Academy_Awards
3616,90th,"March 4, 2018",Best Visual Effects,True,Blade Runner 2049,https://en.wikipedia.org/wiki/90th_Academy_Awards
3617,90th,"March 4, 2018",Best Visual Effects,False,Guardians of the Galaxy Vol. 2,https://en.wikipedia.org/wiki/90th_Academy_Awards
3618,90th,"March 4, 2018",Best Visual Effects,False,Kong: Skull Island,https://en.wikipedia.org/wiki/90th_Academy_Awards
3619,90th,"March 4, 2018",Best Visual Effects,False,Star Wars: The Last Jedi,https://en.wikipedia.org/wiki/90th_Academy_Awards
3620,90th,"March 4, 2018",Best Visual Effects,False,War for the Planet of the Apes,https://en.wikipedia.org/wiki/90th_Academy_Awards
3621,91st,"February 24, 2019",Best Picture,True,Green Book,https://en.wikipedia.org/wiki/91st_Academy_Awards
3622,91st,"February 24, 2019",Best Picture,False,Black Panther,https://en.wikipedia.org/wiki/91st_Academy_Awards
3623,91st,"February 24, 2019",Best Picture,False,BlacKkKlansman,https://en.wikipedia.org/wiki/91st_Academy_Awards
3624,91st,"February 24, 2019",Best Picture,False,Bohemian Rhapsody,https://en.wikipedia.org/wiki/91st_Academy_Awards
3625,91st,"February 24, 2019",Best Picture,False,The Favourite,https://en.wikipedia.org/wiki/91st_Academy_Awards
3626,91st,"February 24, 2019",Best Picture,False,Roma,https://en.wikipedia.org/wiki/91st_Academy_Awards
3627,91st,"February 24, 2019",Best Picture,False,A Star Is Born,https://en.wikipedia.org/wiki/91st_Academy_Awards
3628,91st,"February 24, 2019",Best Picture,False,Vice,https://en.wikipedia.org/wiki/91st_Academy_Awards
3629,91st,"February 24, 2019",Best Directing,True,Roma,https://en.wikipedia.org/wiki/91st_Academy_Awards
3630,91st,"February 24, 2019",Best Directing,False,BlacKkKlansman,https://en.wikipedia.org/wiki/91st_Academy_Awards
3631,91st,"February 24, 2019",Best Directing,False,Cold War,https://en.wikipedia.org/wiki/91st_Academy_Awards
3632,91st,"February 24, 2019",Best Directing,False,The Favourite,https://en.wikipedia.org/wiki/91st_Academy_Awards
3633,91st,"February 24, 2019",Best Directing,False,Vice,https://en.wikipedia.org/wiki/91st_Academy_Awards
3634,91st,"February 24, 2019",Best Actor in a Leading Role,True,Bohemian Rhapsody,https://en.wikipedia.org/wiki/91st_Academy_Awards
3635,91st,"February 24, 2019",Best Actor in a Leading Role,False,Vice,https://en.wikipedia.org/wiki/91st_Academy_Awards
3636,91st,"February 24, 2019",Best Actor in a Leading Role,False,A Star Is Born,https://en.wikipedia.org/wiki/91st_Academy_Awards
3637,91st,"February 24, 2019",Best Actor in a Leading Role,False,At Eternity's Gate,https://en.wikipedia.org/wiki/91st_Academy_Awards
3638,91st,"February 24, 2019",Best Actor in a Leading Role,False,Green Book,https://en.wikipedia.org/wiki/91st_Academy_Awards
3639,91st,"February 24, 2019",Best Actress in a Leading Role,True,The Favourite,https://en.wikipedia.org/wiki/91st_Academy_Awards
3640,91st,"February 24, 2019",Best Actress in a Leading Role,False,Roma,https://en.wikipedia.org/wiki/91st_Academy_Awards
3641,91st,"February 24, 2019",Best Actress in a Leading Role,False,The Wife,https://en.wikipedia.org/wiki/91st_Academy_Awards
3642,91st,"February 24, 2019",Best Actress in a Leading Role,False,A Star Is Born,https://en.wikipedia.org/wiki/91st_Academy_Awards
3643,91st,"February 24, 2019",Best Actress in a Leading Role,False,Can You Ever Forgive Me?,https://en.wikipedia.org/wiki/91st_Academy_Awards
3644,91st,"February 24, 2019",Best Actor in a Supporting Role,True,Green Book,https://en.wikipedia.org/wiki/91st_Academy_Awards
3645,91st,"February 24, 2019",Best Actor in a Supporting Role,False,BlacKkKlansman,https://en.wikipedia.org/wiki/91st_Academy_Awards
3646,91st,"February 24, 2019",Best Actor in a Supporting Role,False,A Star Is Born,https://en.wikipedia.org/wiki/91st_Academy_Awards
3647,91st,"February 24, 2019",Best Actor in a Supporting Role,False,Can You Ever Forgive Me?,https://en.wikipedia.org/wiki/91st_Academy_Awards
3648,91st,"February 24, 2019",Best Actor in a Supporting Role,False,Vice,https://en.wikipedia.org/wiki/91st_Academy_Awards
3649,91st,"February 24, 2019",Best Actress in a Supporting Role,True,If Beale Street Could Talk,https://en.wikipedia.org/wiki/91st_Academy_Awards
3650,91st,"February 24, 2019",Best Actress in a Supporting Role,False,Vice,https://en.wikipedia.org/wiki/91st_Academy_Awards
3651,91st,"February 24, 2019",Best Actress in a Supporting Role,False,Roma,https://en.wikipedia.org/wiki/91st_Academy_Awards
3652,91st,"February 24, 2019",Best Actress in a Supporting Role,False,The Favourite,https://en.wikipedia.org/wiki/91st_Academy_Awards
3653,91st,"February 24, 2019",Best Writing (Original Screenplay),True,Green Book,https://en.wikipedia.org/wiki/91st_Academy_Awards
3654,91st,"February 24, 2019",Best Writing (Original Screenplay),False,The Favourite,https://en.wikipedia.org/wiki/91st_Academy_Awards
3655,91st,"February 24, 2019",Best Writing (Original Screenplay),False,First Reformed,https://en.wikipedia.org/wiki/91st_Academy_Awards
3656,91st,"February 24, 2019",Best Writing (Original Screenplay),False,Roma,https://en.wikipedia.org/wiki/91st_Academy_Awards
3657,91st,"February 24, 2019",Best Writing (Original Screenplay),False,Vice,https://en.wikipedia.org/wiki/91st_Academy_Awards
3658,91st,"February 24, 2019",Best Writing (Adapted Screenplay),True,BlacKkKlansman,https://en.wikipedia.org/wiki/91st_Academy_Awards
3659,91st,"February 24, 2019",Best Writing (Adapted Screenplay),False,The Ballad of Buster Scruggs,https://en.wikipedia.org/wiki/91st_Academy_Awards
3660,91st,"February 24, 2019",Best Writing (Adapted Screenplay),False,Can You Ever Forgive Me?,https://en.wikipedia.org/wiki/91st_Academy_Awards
3661,91st,"February 24, 2019",Best Writing (Adapted Screenplay),False,If Beale Street Could Talk,https://en.wikipedia.org/wiki/91st_Academy_Awards
3662,91st,"February 24, 2019",Best Writing (Adapted Screenplay),False,A Star Is Born,https://en.wikipedia.org/wiki/91st_Academy_Awards
3663,91st,"February 24, 2019",Best Animated Feature Film,True,Spider-Man: Into the Spider-Verse,https://en.wikipedia.org/wiki/91st_Academy_Awards
3664,91st,"February 24, 2019",Best Animated Feature Film,False,Incredibles 2,https://en.wikipedia.org/wiki/91st_Academy_Awards
3665,91st,"February 24, 2019",Best Animated Feature Film,False,Isle of Dogs,https://en.wikipedia.org/wiki/91st_Academy_Awards
3666,91st,"February 24, 2019",Best Animated Feature Film,False,Mirai,https://en.wikipedia.org/wiki/91st_Academy_Awards
3667,91st,"February 24, 2019",Best Animated Feature Film,False,Ralph Breaks the Internet,https://en.wikipedia.org/wiki/91st_Academy_Awards
3668,91st,"February 24, 2019",Best Foreign Language Film,True,Roma,https://en.wikipedia.org/wiki/91st_Academy_Awards
3669,91st,"February 24, 2019",Best Foreign Language Film,False,Capernaum,https://en.wikipedia.org/wiki/91st_Academy_Awards
3670,91st,"February 24, 2019",Best Foreign Language Film,False,Cold War,https://en.wikipedia.org/wiki/91st_Academy_Awards
3671,91st,"February 24, 2019",Best Foreign Language Film,False,Never Look Away,https://en.wikipedia.org/wiki/91st_Academy_Awards
3672,91st,"February 24, 2019",Best Foreign Language Film,False,Shoplifters,https://en.wikipedia.org/wiki/91st_Academy_Awards
3673,91st,"February 24, 2019",Best Documentary (Feature),True,Free Solo,https://en.wikipedia.org/wiki/91st_Academy_Awards
3674,91st,"February 24, 2019",Best Documentary (Feature),False,"Hale County This Morning, This Evening",https://en.wikipedia.org/wiki/91st_Academy_Awards
3675,91st,"February 24, 2019",Best Documentary (Feature),False,Minding the Gap,https://en.wikipedia.org/wiki/91st_Academy_Awards
3676,91st,"February 24, 2019",Best Documentary (Feature),False,Of Fathers and Sons,https://en.wikipedia.org/wiki/91st_Academy_Awards
3677,91st,"February 24, 2019",Best Documentary (Feature),False,RBG,https://en.wikipedia.org/wiki/91st_Academy_Awards
3678,91st,"February 24, 2019",Best Documentary (Short Subject),True,Period. End of Sentence.,https://en.wikipedia.org/wiki/91st_Academy_Awards
3679,91st,"February 24, 2019",Best Documentary (Short Subject),False,Black Sheep,https://en.wikipedia.org/wiki/91st_Academy_Awards
3680,91st,"February 24, 2019",Best Documentary (Short Subject),False,End Game,https://en.wikipedia.org/wiki/91st_Academy_Awards
3681,91st,"February 24, 2019",Best Documentary (Short Subject),False,Lifeboat,https://en.wikipedia.org/wiki/91st_Academy_Awards
3682,91st,"February 24, 2019",Best Documentary (Short Subject),False,A Night at the Garden,https://en.wikipedia.org/wiki/91st_Academy_Awards
3683,91st,"February 24, 2019",Best Short Film (Live Action),True,Skin,https://en.wikipedia.org/wiki/91st_Academy_Awards
3684,91st,"February 24, 2019",Best Short Film (Live Action),False,Detainment,https://en.wikipedia.org/wiki/91st_Academy_Awards
3685,91st,"February 24, 2019",Best Short Film (Live Action),False,Fauve,https://en.wikipedia.org/wiki/91st_Academy_Awards
3686,91st,"February 24, 2019",Best Short Film (Live Action),False,Marguerite,https://en.wikipedia.org/wiki/91st_Academy_Awards
3687,91st,"February 24, 2019",Best Short Film (Live Action),False,Mother,https://en.wikipedia.org/wiki/91st_Academy_Awards
3688,91st,"February 24, 2019",Best Short Film (Animated),True,Bao,https://en.wikipedia.org/wiki/91st_Academy_Awards
3689,91st,"February 24, 2019",Best Short Film (Animated),False,Animal Behaviour,https://en.wikipedia.org/wiki/91st_Academy_Awards
3690,91st,"February 24, 2019",Best Short Film (Animated),False,Late Afternoon,https://en.wikipedia.org/wiki/91st_Academy_Awards
3691,91st,"February 24, 2019",Best Short Film (Animated),False,One Small Step,https://en.wikipedia.org/wiki/91st_Academy_Awards
3692,91st,"February 24, 2019",Best Short Film (Animated),False,Weekends,https://en.wikipedia.org/wiki/91st_Academy_Awards
3693,91st,"February 24, 2019",Best Music (Original Score),True,Black Panther,https://en.wikipedia.org/wiki/91st_Academy_Awards
3694,91st,"February 24, 2019",Best Music (Original Score),False,BlacKkKlansman,https://en.wikipedia.org/wiki/91st_Academy_Awards
3695,91st,"February 24, 2019",Best Music (Original Score),False,If Beale Street Could Talk,https://en.wikipedia.org/wiki/91st_Academy_Awards
3696,91st,"February 24, 2019",Best Music (Original Score),False,Isle of Dogs,https://en.wikipedia.org/wiki/91st_Academy_Awards
3697,91st,"February 24, 2019",Best Music (Original Score),False,Mary Poppins Returns,https://en.wikipedia.org/wiki/91st_Academy_Awards
3698,91st,"February 24, 2019",Best Music (Original Song),True,A Star Is Born,https://en.wikipedia.org/wiki/91st_Academy_Awards
3699,91st,"February 24, 2019",Best Music (Original Song),False,Black Panther,https://en.wikipedia.org/wiki/91st_Academy_Awards
3700,91st,"February 24, 2019",Best Music (Original Song),False,RBG,https://en.wikipedia.org/wiki/91st_Academy_Awards
3701,91st,"February 24, 2019",Best Music (Original Song),False,Mary Poppins Returns,https://en.wikipedia.org/wiki/91st_Academy_Awards
3702,91st,"February 24, 2019",Best Music (Original Song),False,The Ballad of Buster Scruggs,https://en.wikipedia.org/wiki/91st_Academy_Awards
